Ticker
PCLA
NVDA
SIDU
DVLT
BBAI
PLUG
BYND
TSLA
TSLL
HXHX
ONDS
IVP
XTKG
INTC
VMAR
WBD
WOK
AAPL
FOLD
TQQQ
ASST
AVGO
AAL
OPEN
TSLS
IBIT
RIVN
DUST
BMNR
QQQ
TRIB
NFLX
CGC
RKLB
PLTR
AMZN
RGTI
NVD
HIHO
BITO
MARA
BMNU
CMCSA
ABEV
BITF
BAC
MU
TLT
ETHA
SOBR
SOFI
DTCK
CRWV
MSTX
GRAB
DJT
AMC
CSCO
BTG
AZI
GOOGL
RXRX
MIMI
ACHR
AMD
PLTD
BTBT
ATPC
IREN
MSFT
RZLV
ECDA
CDE
CIFR
WMT
CPNG
LUNR
WULF
ASTS
APLD
TSDD
BBD
OPTX
CRWG
SMCI
CLSK
AIRE
SQQQ
TTD
AG
RENX
QUBT
TSLQ
BULL
BURU
SOUN
RR
META
AUR
GOOG
