Target,Candidate,Correlation_All,High_Vol_Count,Correlation_High_Vol,Distance
FOLD,COLD,0.16188093519060978,19,-0.013366739186132955,1
FOLD,FCLD,0.22675274369543638,19,0.045877465928600675,1
FOLD,FYLD,0.2342746715294259,19,0.06258577588225137,1
FOLD,GOLD,0.11366079889083704,19,0.21307512416313354,1
FOLD,HOLD,-0.433517235182116,10,-0.8688991944457216,1
FOLD,KOLD,0.02486998111795557,19,0.30358190974248855,1
TQQQ,CQQQ,0.5135477211964188,15,0.7822483570643237,1
ASST,AMST,0.08722177403149457,12,0.11327663191244403,1
ASST,AQST,0.03856340014452603,12,0.31008673964061206,1
ASST,ASRT,0.0783829847817006,12,0.3911533463688046,1
ASST,ASTS,0.04913515058783082,12,0.011009142206194299,1
ASST,AUST,-0.0855868996537616,12,-0.2760298443137084,1
ASST,GSST,-0.05373437801145801,12,-0.23952440097875696,1
ASST,MSST,0.6754280675279435,0,,1
ASST,RSST,0.006117782138950197,12,0.008793154896896164,1
ASST,SST,0.15088193786492285,12,0.5273239071757053,1
AVGO,ANGO,0.17574900673719365,19,0.38594376738446357,1
AVGO,AUGO,0.12728392021492807,9,0.2085008190190215,1
AVGO,AVO,-0.10429913053100681,19,0.13916656414323664,1
AVGO,EVGO,0.2520957650930932,19,0.6211570312556385,1
AVGO,AGO,0.12676544824022054,19,0.3757410706342919,1
AAL,AAPL,0.4619386506344108,13,0.7945545442112729,1
AAL,ABL,0.28168375065711054,13,0.4768083828414033,1
AAL,AMAL,0.5143845392408797,13,0.5670671113417588,1
AAL,ANL,0.06568941877996481,13,0.023215782316030834,1
AAL,AVL,0.34956646060472857,13,0.6239069820561502,1
AAL,PAL,0.32144303446066036,13,0.6854303954190576,1
AAL,UAL,0.8583450474921769,13,0.9632267407721284,1
AAL,AA,0.5010729065718598,13,0.777852041649817,1
AAL,AAP,0.18139233036688385,13,0.5001238368088808,1
AAL,AFL,0.22396045808709392,13,0.6086923590314977,1
AAL,AGL,0.020642811496857632,13,-0.2930473625821384,1
AAL,AHL,-0.030950399183022684,6,-0.31083010011018497,1
AAL,AL,0.509489412228133,13,0.8284952158584058,1
AAL,ALL,0.12755483147003951,13,0.3976947251952088,1
AAL,ARL,0.17316160425099408,13,0.4703482771094562,1
AAL,AVAL,0.17341617918300906,13,0.45463194454479605,1
AAL,AXL,0.4458368662739244,13,0.8391145928707392,1
AAL,CAL,0.5186619860601333,13,0.8885179016353129,1
AAL,DAL,0.8590707292801707,13,0.9811149193867054,1
AAL,GAL,0.54244630441998,13,0.8044467141125459,1
AAL,HAL,0.3341001055936853,13,0.661642640663266,1
AAL,RAL,0.2927190807188846,4,-0.5474028051065225,1
AAL,TAL,0.03882760577142705,13,0.005451753616796225,1
AAL,VAL,0.36162178230671516,13,0.5229582042720899,1
AAL,WAL,0.5616397948756042,13,0.8007441553141298,1
OPEN,OGEN,0.017170983908164104,17,0.13861108460977095,1
OPEN,PEN,0.03240853922552778,17,0.039548883451918704,1
TSLS,SLS,-0.1515905770564319,18,0.07333535596848949,1
TSLS,TLS,-0.24314880196394095,18,-0.32086936405319294,1
TSLS,TPLS,-0.032452477178346525,18,-0.08064477827311056,1
TSLS,TGLS,-0.35885836710610336,18,-0.2806771810971445,1
TSLS,TSLX,-0.3227757189899413,18,-0.33402538081882643,1
IBIT,IBIO,0.17898027693228152,14,0.3470479441222189,1
IBIT,ILIT,0.2674299407680678,14,0.47509168265098234,1
IBIT,XBIT,0.17664144170968596,14,-0.47213786466431806,1
IBIT,BIT,0.18983558982083978,14,0.30933953522550073,1
IBIT,EBIT,0.3985425810448891,14,0.24667034167245458,1
RIVN,FIVN,0.3129457320826458,18,-0.11529203338719875,1
RIVN,LIVN,0.036497444115417374,18,-0.45822964326316734,1
RIVN,DIVN,0.21063572483547402,10,0.3838166694661773,1
DUST,DTST,-0.04545964558573653,29,-0.03895739906764859,1
DUST,DUOT,-0.1709193172727841,29,-0.30622785757464965,1
DUST,DXST,-0.0799594657317266,26,0.00074941390012098,1
DUST,OUST,-0.05822425542299517,29,-0.23283543621953817,1
DUST,AUST,-0.5551774048760191,29,-0.755018359020754,1
DUST,DPST,0.0202587019964787,29,0.030390179637876692,1
DUST,JUST,-0.20175066771036043,29,-0.3453383290376966,1
DUST,MUST,-0.05718032380219887,29,-0.1094351187342493,1
DUST,UST,0.005866888012866268,29,0.28779471532959233,1
BMNR,BANR,0.04404503982044652,6,0.5047204577975248,1
BMNR,BMR,0.10390043697735574,6,0.7331916526784267,1
BMNR,BMRN,0.008145870871405208,6,-0.24005471765686912,1
BMNR,BNR,0.022265828971845803,6,-0.5452403562600393,1
BMNR,LMNR,-0.026685846666127628,6,0.36984115321176947,1
BMNR,MNR,0.0037722294836412622,6,-0.11467379897855487,1
QQQ,CQQQ,0.5134379231728964,13,0.7955265026187623,1
TRIB,TRIN,0.09454119210163026,13,-0.018617920557670878,1
TRIB,TRIP,0.08890661179481571,13,-0.08618569981752257,1
TRIB,TRMB,0.03334359455634077,13,-0.21980079302854463,1
NFLX,FLX,-0.05791489719282456,14,0.22744897855346555,1
NFLX,MFLX,-0.06054731127806955,14,-0.06870204955490622,1
NFLX,OFLX,0.012526830685686647,14,-0.18842544478573942,1
NFLX,JFLX,0.052821913881760676,2,-1.0,1
NFLX,XFLX,0.42778661732165035,14,0.31626503758886093,1
CGC,BGC,0.1698626395518216,17,0.1167021840562637,1
CGC,CAC,0.22622874903785675,17,0.2319335730572506,1
CGC,CBC,0.055792015674992625,0,,1
CGC,CCC,0.2568503605551973,17,0.34557113047687915,1
CGC,CCG,-0.008362819070993352,17,-0.30891966699102236,1
CGC,CDC,0.17097617467420018,17,0.06389410972076202,1
CGC,CG,0.1840461747349686,17,-0.12191018097218513,1
CGC,PGC,0.2292724844329505,17,0.14376238385204096,1
CGC,RGC,-0.004965960395319147,17,-0.34615344200495446,1
CGC,SGC,0.1427690264748562,17,0.058109721118589246,1
CGC,CC,0.23242144500471063,17,-0.2785537926675531,1
CGC,CMC,0.2098807038443928,17,-0.013336184317339066,1
CGC,CNC,-0.022525721103169655,17,0.18847088317037555,1
CGC,CRC,0.16334867757824695,17,-0.06805134989312453,1
CGC,GCC,0.11973017178695189,17,-0.09041688154419515,1
CGC,IGC,0.2340927600070515,17,0.3031530136987952,1
CGC,KGC,0.012153521807395736,17,0.08467508100751184,1
CGC,MGC,0.24330131452055773,17,-0.20323632807138534,1
PLTR,DLTR,0.1038937687748299,18,0.42532564956663127,1
PLTR,KLTR,0.3097231518685349,18,0.6231548528398954,1
PLTR,PLMR,0.1703804511528241,18,0.14079106836301564,1
PLTR,PLTK,0.14599641215337475,18,0.4682826093913683,1
PLTR,PLUR,0.09990624712975604,18,0.04395838423919093,1
PLTR,PMTR,0.27701126225080325,9,0.41826082641351225,1
PLTR,PSTR,0.5514549202176301,18,0.5472118253138809,1
PLTR,FLTR,0.3481143062382731,18,0.4504973774805621,1
PLTR,GLTR,0.06707096656974709,18,0.4414946076594899,1
AMZN,ALZN,-0.005041384889167761,15,-0.23340710179394003,1
AMZN,AMGN,0.08572963610136933,15,0.05841651656413531,1
AMZN,AZN,0.04563325874252294,15,-0.12574106016937753,1
AMZN,AIZN,0.16954169191146476,15,0.0464197247399028,1
AMZN,AMN,0.26670505889764856,15,0.7878790142517421,1
AMZN,AMZE,0.13184399040247632,15,0.01076742861418005,1
RGTI,RGTIW,,0,,1
RGTI,RMTI,0.23217248278055921,14,0.06122072865959233,1
NVD,AVD,-0.03462814739754393,18,-0.44989264825454667,1
NVD,FVD,-0.1884339542544319,18,-0.5042353313528695,1
NVD,NAD,-0.18211903277061955,18,-0.43377628026287096,1
NVD,NGD,-0.15714557308924157,18,-0.5605569895431682,1
NVD,NVO,-0.14788393479578024,18,-0.4187693541172609,1
NVD,NVR,-0.02585215337647247,18,-0.3297609308647396,1
NVD,NVS,0.10318137267896473,18,0.029719671717593727,1
HIHO,HIPO,-0.00623422914135504,19,-0.10138020785225144,1
BITO,BITF,0.4988076006933826,19,0.6759472803322577,1
BITO,IBTO,-0.11590818625288012,19,-0.2041681122643015,1
BITO,NITO,0.10346017590532057,19,0.27139303529489767,1
BITO,BIO,0.2155701688434373,19,0.31458178525672464,1
BITO,BTO,0.28324388248487165,19,0.38689055436781794,1
MARA,MAMA,0.19422266157722073,13,-0.22493341155658592,1
MARA,MAR,0.3742920744739971,13,0.4963236014842799,1
MARA,MIRA,0.04332922296172828,13,-0.16866653467090736,1
MARA,TARA,0.27419425486356536,13,0.21749409767847774,1
MARA,GARA,-0.07482614390484098,0,,1
MARA,MAA,0.11081545756494099,13,0.5505803237673159,1
MARA,MAIA,0.16778933785913114,13,0.30980525500324874,1
MARA,MTRA,0.33510882952797943,5,-0.06503392899011154,1
BMNU,BKNU,0.3204321167900245,8,0.2693389700464739,1
CMCSA,CMCSV,0.6800940174054275,0,,1
CMCSA,CMSA,0.19824857485281513,15,0.002217980324379903,1
ABEV,ABEO,0.026071666331288934,14,0.432457843449474,1
ABEV,ABVE,-0.10137521153931231,14,0.13765795303541023,1
ABEV,ABBV,0.1978099436491336,14,0.2613496892454895,1
ABEV,SBEV,0.01014153515392245,14,-0.00381919332528999,1
BITF,BIAF,0.042760502494436976,15,0.23601177161807682,1
BITF,BTF,0.4996470957645877,15,0.10462574770320948,1
BAC,BFC,0.4332198708821807,14,0.7402901458641846,1
BAC,BGC,0.5398422755195809,14,0.7622667924596545,1
BAC,BNC,-0.002706162519937138,14,0.015093392815371833,1
BAC,BVC,0.03847994891548029,14,-0.017520550628859623,1
BAC,CAC,0.5626206603534183,14,0.809025350874864,1
BAC,IAC,0.4154243840777159,14,0.6441715601089933,1
BAC,IBAC,0.11999279405531463,14,0.18882831717554185,1
BAC,SBAC,0.03258856344877757,14,-0.12026432607395941,1
BAC,BA,0.4967209526529157,14,0.8743016654079914,1
BAC,BAH,0.09188309772009622,14,-0.04646741221080047,1
BAC,BAK,0.2228994571858755,14,0.2376000391621549,1
BAC,BANC,0.6266835266982793,14,0.7990980531869301,1
BAC,BAP,0.38200255290749907,14,0.5172103725479853,1
BAC,BAX,0.2817328590913698,14,0.6635150806582379,1
BAC,BBC,0.42099307875273356,14,0.6469573976921338,1
BAC,BC,0.5484439726799987,14,0.7433443672997074,1
BAC,BCC,0.4064132616497563,14,0.6363323615678228,1
BAC,BDC,0.6375332714756275,14,0.8578035352846209,1
BAC,BHC,0.2747453225532223,14,0.7174675519875535,1
BAC,BOC,0.24511576288775147,14,0.5521926138141092,1
BAC,BRC,0.3867551609743803,14,0.6255424164718042,1
BAC,BSAC,0.2889257921108649,14,0.46365165224684834,1
BAC,BTC,0.21771250027591274,14,0.27589964183032023,1
BAC,BXC,0.37560647731782676,14,0.5380947716780494,1
BAC,DAC,0.3998317162508774,14,0.7282801790640124,1
BAC,LAC,0.11250090729626877,14,0.4154414223533404,1
BAC,MAC,0.5569287752111811,14,0.7573047661343735,1
BAC,NAC,0.1415017318005603,14,0.09195472248967909,1
BAC,PAC,0.22593869013431903,14,0.40732146996645596,1
BAC,RAC,0.1844781774941878,7,0.48428457403834185,1
BAC,TAC,0.2800898225689234,14,0.7967306702615427,1
BAC,VAC,0.4231098674080033,14,0.6957073379493751,1
MU,BU,0.520757149556937,2,-1.0,1
MU,EU,0.2661666300436724,11,0.5342969690646213,1
MU,MB,0.05074115549337232,8,-0.7040062842069652,1
MU,MQ,0.16345966216058627,11,0.9274342685919992,1
MU,AU,0.19434867222416727,11,0.8744797638708808,1
MU,CMU,0.12982676558872322,11,-0.10430044519294075,1
MU,LU,0.3411806810716461,11,0.6981833121381454,1
MU,M,0.3787904334196508,11,0.7599856195179098,1
MU,MA,0.2693648428051054,11,0.7505603150980463,1
MU,MC,0.5092502045150895,11,0.733898512839605,1
MU,MD,0.16627997912943074,11,0.44406220328094054,1
MU,MDU,0.2056941601206668,11,0.5109352689788671,1
MU,MG,0.3118386037951341,11,0.5869587563998115,1
MU,MH,0.012190438883648609,5,0.7443513176752935,1
MU,MI,0.13358520418580053,11,0.43968023314837684,1
MU,MJ,0.11289486894760205,11,-0.07161353167699444,1
MU,MMU,0.20125262282448317,11,-0.07039961891903725,1
MU,MO,-0.15532571309797658,11,0.42731333902552493,1
MU,MP,0.22589527309827512,11,0.8134371709936847,1
MU,MPU,0.10269200877041888,11,0.11892842931699518,1
MU,MS,0.5915150191044141,11,0.7541007849468101,1
MU,MT,0.4465339744014083,11,0.7028834427151124,1
MU,MUR,0.3868908179388677,11,0.552473444492875,1
MU,MUX,0.23886680810636945,11,0.7821324722044998,1
MU,MX,0.3902602330283775,11,0.7520278526832063,1
MU,NU,0.35554023345602653,11,0.6878810964650052,1
MU,SMU,0.15019340972844267,5,0.9416449510093319,1
MU,SU,0.4189082452749253,11,0.6677350770535606,1
MU,TU,-0.0836586268288495,11,0.6848058169783099,1
MU,U,0.39782168214325425,11,0.7325500710124719,1
MU,WU,0.24969437488817836,11,0.7706468712039047,1
TLT,ALT,0.01725298123630874,13,0.3596181870912678,1
TLT,PLT,-0.10859943508797822,1,,1
TLT,TLF,-0.058010035173851233,13,0.29393126379593676,1
TLT,TLN,-0.06569334849307737,13,-0.2223218304699238,1
TLT,TLS,-0.019349030067242794,13,-0.2762946075094914,1
TLT,HLT,0.08881798560219833,13,0.012849054751793213,1
TLT,TGT,0.10399103187959563,13,0.13608553128997905,1
TLT,TILT,0.09549403271743008,13,-0.07467163456778136,1
TLT,TLK,0.0742521796951233,13,0.1244412687686641,1
TLT,TOT,-0.0555094373336993,1,,1
TLT,TRT,0.023903798253360316,13,0.3548517427533607,1
TLT,TSLT,0.009146956042555584,13,0.0007619830342501868,1
TLT,TT,0.030466745662783953,13,0.014684467425728393,1
TLT,TXT,0.10939215589182219,13,-0.09919418260474293,1
TLT,VLT,0.14432052136259152,13,0.13721548327653468,1
ETHA,ATHA,0.14491464819317523,16,0.47603231658025796,1
ETHA,EGHA,-0.015595327435070893,6,-0.202845063071824,1
ETHA,ESHA,0.005324306049308526,16,0.31856620020237525,1
ETHA,ETHM,0.20418595101029863,16,0.29436556164853495,1
ETHA,ETHZ,0.1921931331891737,16,0.0564325815218733,1
SOBR,SABR,0.05030651229528128,16,-0.17393103741234497,1
SOBR,SNBR,0.12759845617920543,16,0.027596628520571823,1
SOBR,SBR,-0.14808657438378553,16,-0.3323067791511072,1
SOBR,SOAR,0.07126068445826969,16,-0.06210269012500393,1
SOBR,SOR,-0.05778988171507975,16,-0.5743250076925615,1
SOFI,SPFI,0.3647194545356669,16,0.7105153449881567,1
SOFI,SDFI,-0.02566672627738349,16,0.04360869663931643,1
SOFI,SIFI,0.3771949055649703,16,0.7459872024467057,1
SOFI,SSFI,-0.009512969520878337,16,0.060082611186328294,1
SOFI,SYFI,0.6133268821688592,16,0.8236221447065832,1
DTCK,DTCX,-0.08541223332157231,14,-0.4883565788564898,1
DTCK,DECK,-0.04153888245353038,14,-0.18556648139008447,1
DTCK,DTK,0.04694214652917986,5,-0.7186441972506115,1
CRWV,CRWD,0.3149963716245923,16,0.23394868730605328,1
CRWV,CRWS,0.14761148294221707,16,-0.18087418837008662,1
MSTX,MGTX,0.21493866499886746,19,0.5195344728819811,1
MSTX,MKTX,-0.07655259283197165,19,-0.037310311192058784,1
MSTX,MLTX,0.04879364177745099,19,0.712503608088548,1
MSTX,MMTX,0.05597643481767419,0,,1
MSTX,MSEX,-0.1216734222572577,19,-0.050033551426109046,1
MSTX,STX,0.2492960638832671,19,0.48154430854822733,1
MSTX,ASTX,0.3680973435849816,10,0.5492927819808352,1
MSTX,DSTX,0.45699274500618087,19,0.7340937926062698,1
MSTX,MATX,0.2615240912235784,19,0.42281070601512477,1
MSTX,MTX,0.23097014427663254,19,0.5166340612485084,1
MSTX,OSTX,0.1671669374305581,19,0.44506296591777056,1
GRAB,GMAB,0.16333447382076,15,0.2740405042639012,1
GRAB,GRAL,0.11351933955014479,15,-0.3428108206985104,1
GRAB,GAB,0.4223195250997842,15,0.4376713785934839,1
GRAB,GBAB,0.20854169958495003,15,0.40913147707790076,1
DJT,IJT,0.3497573152976968,10,0.15990750040518675,1
DJT,DAT,0.41878643284511996,10,0.3062927154808469,1
DJT,DDT,0.10628022619497655,10,-0.21829047378517566,1
DJT,DGT,0.3895902619553392,10,0.26912150802101037,1
DJT,DHT,0.14893881062249567,10,0.15334446319259754,1
DJT,DIT,0.06373926040041462,10,-0.1484653532483706,1
DJT,DJP,0.16649589197214276,10,0.18304120318162262,1
DJT,DT,0.20919229908814524,10,0.2720889477728532,1
DJT,GJT,0.004914472762778531,10,0.007447927648120903,1
DJT,PJT,0.1951631044601988,10,0.023377393592726888,1
DJT,SJT,0.1473097643647092,10,0.02188177308757332,1
AMC,AEC,0.130442561654173,15,0.2690253747605693,1
AMC,AMD,0.20974467063256091,15,0.21676648167040857,1
AMC,AMSC,0.16657480483614173,15,0.5044263467198075,1
AMC,ATMC,-0.06869730219560874,15,0.05102561535691707,1
AMC,TMC,0.12594211729594776,15,0.12757995156551705,1
AMC,ACM,0.1620760624890967,15,0.2295309393885017,1
AMC,ADC,-0.010078022752857706,15,0.22776650253518316,1
AMC,AFMC,0.29677184596763434,15,0.23741690502405344,1
AMC,ALC,0.09586903194908691,15,-0.07150347552146824,1
AMC,AM,0.12244058465942192,15,0.43996716914318623,1
AMC,AME,0.21302357947380332,15,0.20299713794025492,1
AMC,AMG,0.23351109204388543,15,0.20333835582553939,1
AMC,AMN,0.09701793187006254,15,0.03605894877356522,1
AMC,AMP,0.29775786527708376,15,0.30360880719143474,1
AMC,AMR,0.2044847631199956,15,0.36382787008045864,1
AMC,AMRC,0.10181697130890817,15,0.045535844150047605,1
AMC,AMS,-0.05559014227442649,15,-0.20868063998783876,1
AMC,AMT,0.021461163372661258,15,0.010949804265762638,1
AMC,ASC,0.1273921120326101,15,0.019744565422709855,1
AMC,AVMC,0.3108812583677535,15,0.2360903770583321,1
AMC,CMC,0.2920442063164146,15,0.2947446536692659,1
AMC,EMC,0.21206548551708584,15,-0.05177366555990158,1
AMC,FMC,0.14133461545276735,15,0.15130940690061423,1
AMC,HMC,0.15876478908845174,15,0.0833685624894495,1
AMC,MAC,0.18043043659427466,15,0.25665651611359064,1
AMC,MC,0.2658891621397927,15,0.18909156071819888,1
AMC,MMC,0.06595086934814234,15,0.24502728140682914,1
AMC,OMC,0.0939049191588834,15,0.12961470606872388,1
AMC,PAMC,0.32832697861005805,15,0.22717645150158394,1
AMC,SMC,0.1130953167297863,15,0.21820913211474385,1
AMC,UMC,0.08414652044932847,15,-0.04196403406437832,1
AMC,VMC,0.2407312487133426,15,0.1742186376245567,1
CSCO,CCSO,0.585377803470567,15,-0.20440194590296898,1
CSCO,CECO,0.3000514704729988,15,-0.21378037138601197,1
CSCO,CHCO,0.3168220677810296,15,0.43683794936571324,1
CSCO,CHSCO,0.01264743003371132,15,-0.18579098807410027,1
CSCO,CMCO,0.32140695491171517,15,0.13984464878394182,1
CSCO,COCO,0.24152838298259705,15,0.12034605255729049,1
CSCO,CVCO,0.30999187007780515,15,0.02932402873639464,1
CSCO,CWCO,0.1249287989766723,15,-0.0019181220981123567,1
CSCO,TSCO,0.272390012738275,15,-0.009618038791007578,1
CSCO,CCO,0.36449953629497694,15,-0.16384440943753328,1
CSCO,CLCO,0.19776104626584987,15,0.14162954302199465,1
CSCO,CRCO,0.15157249012615545,3,-0.2905735371822051,1
CSCO,FSCO,0.36085019222812287,15,0.1739831441902119,1
CSCO,SCCO,0.4091353150830302,15,-0.0008888284850743367,1
CSCO,SCO,-0.19938384016636276,15,0.22154179428901452,1
CSCO,VSCO,0.38535653225577726,15,0.21050833097581845,1
BTG,BCG,0.0019233902450864467,9,-0.03291797094906214,1
BTG,BEG,0.14537059633151259,0,,1
BTG,BTQ,0.27892085806654926,1,,1
BTG,BTSG,0.08931528708778633,9,-0.2431123355252253,1
BTG,BUG,0.2537501727991952,9,-0.10947884324048258,1
BTG,IBTG,-0.030858783436617358,9,0.23989126978926167,1
BTG,WTG,-0.059697340602981236,5,0.2720787890693621,1
BTG,BG,0.1298987545655526,9,0.07372378947255144,1
BTG,BGT,0.17331065966818765,9,-0.08065823607884656,1
BTG,BTI,0.16217558137352564,9,0.17549702762603933,1
BTG,BTU,0.2098100629774647,9,-0.5839240547446105,1
BTG,BWG,0.14793422258403088,9,-0.15644865453936826,1
BTG,BWTG,0.22751839280016858,9,-0.1142297739450647,1
BTG,DTG,0.07958955868478869,9,0.07263041365646343,1
BTG,ETG,0.2498370772172115,9,-0.14405480018093092,1
BTG,GBTG,0.10148663283257747,9,0.04449232043844806,1
BTG,MTG,0.06931464366548437,9,-0.04823064944528794,1
BTG,STG,0.10030794353452431,9,0.6813077206543029,1
BTG,TBG,0.1295334911130907,9,-0.13613849560330904,1
BTG,TG,0.20075413950721446,9,-0.646094477289812,1
BTG,UTG,0.31436353930595284,9,0.14554569031881062,1
BTG,VTG,0.052584791265030156,5,-0.40101737526443154,1
AZI,ABI,-0.02478780890841199,9,-0.2912333960107415,1
AZI,ADI,-0.019168799504707908,17,-0.1511913176920327,1
AZI,AEI,-0.0032072312842968994,17,0.33852787977019155,1
AZI,API,-0.0479649903393538,17,-0.1904692536178091,1
AZI,ACI,0.014002640790394216,17,0.03274548831716808,1
