Target_Ticker,Target_Name,Candidate_Ticker,Candidate_Name,Distance
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),ABEO,Abeona Therapeutics Inc. - Common Stock,1
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),ABVE,Above Food Ingredients Inc. - Common Stock,1
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),ABBV,AbbVie Inc. Common Stock,1
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),SBEV,"Splash Beverage Group, Inc. (NV) Common Stock",1
BITF,Bitfarms Ltd. - Common Stock,BIAF,"bioAffinity Technologies, Inc. - Common Stock",1
BITF,Bitfarms Ltd. - Common Stock,BTF,CoinShares Bitcoin and Ether ETF,1
CRH,CRH PLC Ordinary Shares,CHR,"Cheer Holding, Inc.  - Class A Ordinary Share",1
CRH,CRH PLC Ordinary Shares,DRH,Diamondrock Hospitality Company - Common Stock,1
CRH,CRH PLC Ordinary Shares,QCRH,"QCR Holdings, Inc. - Common Stock",1
CRH,CRH PLC Ordinary Shares,CAH,"Cardinal Health, Inc. Common Stock",1
CRH,CRH PLC Ordinary Shares,CHH,"Choice Hotels International, Inc. Common Stock",1
CRH,CRH PLC Ordinary Shares,CLH,"Clean Harbors, Inc. Common Stock",1
CRH,CRH PLC Ordinary Shares,CNH,CNH Industrial N.V. Common Shares,1
CRH,CRH PLC Ordinary Shares,CR,Crane Company Common Stock,1
CRH,CRH PLC Ordinary Shares,CRC,California Resources Corporation Common Stock,1
CRH,CRH PLC Ordinary Shares,CRI,"Carter's, Inc. Common Stock",1
CRH,CRH PLC Ordinary Shares,CRK,"Comstock Resources, Inc. Common Stock",1
CRH,CRH PLC Ordinary Shares,CRL,"Charles River Laboratories International, Inc. Common Stock",1
CRH,CRH PLC Ordinary Shares,CRM,"Salesforce, Inc. Common Stock",1
CRH,CRH PLC Ordinary Shares,CRS,Carpenter Technology Corporation Common Stock,1
CRH,CRH PLC Ordinary Shares,CWH,"Camping World Holdings, Inc. Class A Common Stock",1
CRH,CRH PLC Ordinary Shares,CXH,MFS Investment Grade Municipal Trust Common Stock,1
CRH,CRH PLC Ordinary Shares,CYH,"Community Health Systems, Inc. Common Stock",1
CRH,CRH PLC Ordinary Shares,ERH,Allspring Utilities and High Income Fund Common Shares,1
CRH,CRH PLC Ordinary Shares,PRH,"Prudential Financial, Inc. 5.950% Junior Subordinated Notes due 2062",1
CRH,CRH PLC Ordinary Shares,RH,RH Common Stock,1
BAC,Bank of America Corporation Common Stock,BFC,Bank First Corporation - Common Stock,1
BAC,Bank of America Corporation Common Stock,BGC,"BGC Group, Inc. - Class A Common Stock",1
BAC,Bank of America Corporation Common Stock,BNC,CEA Industries Inc. - Common Stock,1
BAC,Bank of America Corporation Common Stock,BVC,BitVentures Limited - American Depositary Shares,1
BAC,Bank of America Corporation Common Stock,CAC,Camden National Corporation - Common Stock,1
BAC,Bank of America Corporation Common Stock,IAC,IAC Inc. - Common Stock,1
BAC,Bank of America Corporation Common Stock,IBAC,IB Acquisition Corp. - Common Stock,1
BAC,Bank of America Corporation Common Stock,SBAC,SBA Communications Corporation - Class A Common Stock,1
BAC,Bank of America Corporation Common Stock,BA,Boeing Company (The) Common Stock,1
BAC,Bank of America Corporation Common Stock,BAH,Booz Allen Hamilton Holding Corporation Common Stock,1
BAC,Bank of America Corporation Common Stock,BAK,Braskem SA ADR,1
BAC,Bank of America Corporation Common Stock,BANC,"Banc of California, Inc. Common Stock",1
BAC,Bank of America Corporation Common Stock,BAP,Credicorp Ltd. Common Stock,1
BAC,Bank of America Corporation Common Stock,BAX,Baxter International Inc. Common Stock,1
BAC,Bank of America Corporation Common Stock,BBC,Virtus LifeSci Biotech Clinical Trials ETF,1
BAC,Bank of America Corporation Common Stock,BC,Brunswick Corporation Common Stock,1
BAC,Bank of America Corporation Common Stock,BCC,"Boise Cascade, L.L.C. Common Stock",1
BAC,Bank of America Corporation Common Stock,BDC,Belden Inc Common Stock,1
BAC,Bank of America Corporation Common Stock,BHC,Bausch Health Companies Inc. Common Stock,1
BAC,Bank of America Corporation Common Stock,BOC,Boston Omaha Corporation Class A Common Stock,1
BAC,Bank of America Corporation Common Stock,BRC,Brady Corporation Common Stock,1
BAC,Bank of America Corporation Common Stock,BSAC,Banco Santander - Chile ADS,1
BAC,Bank of America Corporation Common Stock,BTC,Grayscale Bitcoin Mini Trust (BTC),1
BAC,Bank of America Corporation Common Stock,BXC,Bluelinx Holdings Inc. Common Stock,1
BAC,Bank of America Corporation Common Stock,DAC,Danaos Corporation Common Stock,1
BAC,Bank of America Corporation Common Stock,LAC,Lithium Americas Corp. Common Shares,1
BAC,Bank of America Corporation Common Stock,MAC,Macerich Company (The) Common Stock,1
BAC,Bank of America Corporation Common Stock,NAC,Nuveen California Quality Municipal Income Fund,1
BAC,Bank of America Corporation Common Stock,PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",1
BAC,Bank of America Corporation Common Stock,RAC,Rithm Acquisition Corp. Class A Ordinary Shares,1
BAC,Bank of America Corporation Common Stock,TAC,TransAlta Corporation Ordinary Shares,1
BAC,Bank of America Corporation Common Stock,VAC,Marriott Vacations Worldwide Corporation Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",BU,Defiance Daily Target 2X Long BU ETF,1
MU,"Micron Technology, Inc. - Common Stock",EU,enCore Energy Corp. - Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",MB,MasterBeef Group - Ordinary Shares,1
MU,"Micron Technology, Inc. - Common Stock",MQ,"Marqeta, Inc. - Class A Common Stock",1
MU,"Micron Technology, Inc. - Common Stock",AU,AngloGold Ashanti PLC Ordinary Shares,1
MU,"Micron Technology, Inc. - Common Stock",CMU,MFS Municipal Income Trust Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",1
MU,"Micron Technology, Inc. - Common Stock",M,Macy's Inc Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",MA,Mastercard Incorporated Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",MC,Moelis & Company Class A Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",MD,"Pediatrix Medical Group, Inc. Common Stock",1
MU,"Micron Technology, Inc. - Common Stock",MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",1
MU,"Micron Technology, Inc. - Common Stock",MG,Mistras Group Inc Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",MH,"McGraw Hill, Inc. Common Stock",1
MU,"Micron Technology, Inc. - Common Stock",MI,NFT Limited Class A Ordinary Share,1
MU,"Micron Technology, Inc. - Common Stock",MJ,Amplify Alternative Harvest ETF,1
MU,"Micron Technology, Inc. - Common Stock",MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",1
MU,"Micron Technology, Inc. - Common Stock",MO,"Altria Group, Inc.",1
MU,"Micron Technology, Inc. - Common Stock",MP,MP Materials Corp. Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",MPU,Mega Matrix Inc. Class A Ordinary Shares,1
MU,"Micron Technology, Inc. - Common Stock",MS,Morgan Stanley Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",MT,Arcelor Mittal NY Registry Shares NEW,1
MU,"Micron Technology, Inc. - Common Stock",MUR,Murphy Oil Corporation Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",MUX,McEwen Inc. Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",MX,Magnachip Semiconductor Corporation Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",NU,Nu Holdings Ltd. Class A Ordinary Shares,1
MU,"Micron Technology, Inc. - Common Stock",SMU,Tradr 2X Long SMR Daily ETF,1
MU,"Micron Technology, Inc. - Common Stock",SU,Suncor Energy  Inc. Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",TU,Telus Corporation Ordinary Shares,1
MU,"Micron Technology, Inc. - Common Stock",U,Unity Software Inc. Common Stock,1
MU,"Micron Technology, Inc. - Common Stock",WU,Western Union Company (The) Common Stock,1
TLT,iShares 20+ Year Treasury Bond ETF,ALT,"Altimmune, Inc. - Common Stock",1
TLT,iShares 20+ Year Treasury Bond ETF,PLT,Defiance Leveraged Long Income PLTR ETF,1
TLT,iShares 20+ Year Treasury Bond ETF,TLF,"Tandy Leather Factory, Inc. - common stock",1
TLT,iShares 20+ Year Treasury Bond ETF,TLN,Talen Energy Corporation - Common Stock,1
TLT,iShares 20+ Year Treasury Bond ETF,TLS,Telos Corporation - Common Stock,1
TLT,iShares 20+ Year Treasury Bond ETF,HLT,Hilton Worldwide Holdings Inc. Common Stock ,1
TLT,iShares 20+ Year Treasury Bond ETF,TBT,ProShares UltraShort Lehman 20  Year Treasury,1
TLT,iShares 20+ Year Treasury Bond ETF,TGT,Target Corporation Common Stock,1
TLT,iShares 20+ Year Treasury Bond ETF,TILT,FlexShares Mornigstar US Market Factors Tilt Index Fund ETF,1
TLT,iShares 20+ Year Treasury Bond ETF,TLK,"PT Telekomunikasi Indonesia, Tbk",1
TLT,iShares 20+ Year Treasury Bond ETF,TOT,LionShares U.S. Equity Total Return ETF,1
TLT,iShares 20+ Year Treasury Bond ETF,TRT,Trio-Tech International Common Stock,1
TLT,iShares 20+ Year Treasury Bond ETF,TSLT,T-REX 2X Long Tesla Daily Target ETF,1
TLT,iShares 20+ Year Treasury Bond ETF,TT,Trane Technologies plc,1
TLT,iShares 20+ Year Treasury Bond ETF,TTT,ProShares UltraPro Short 20 Year Treasury,1
TLT,iShares 20+ Year Treasury Bond ETF,TXT,Textron Inc. Common Stock,1
TLT,iShares 20+ Year Treasury Bond ETF,VLT,Invesco High Income Trust II,1
ETHA,iShares Ethereum Trust ETF,ATHA,"Athira Pharma, Inc. - Common Stock",1
ETHA,iShares Ethereum Trust ETF,EGHA,EGH Acquisition Corp. - Class A ordinary shares,1
ETHA,iShares Ethereum Trust ETF,ESHA,ESH Acquisition Corp. - Class A Common Stock,1
ETHA,iShares Ethereum Trust ETF,ETHM,Dynamix Corporation - Class A Ordinary Share,1
ETHA,iShares Ethereum Trust ETF,ETHZ,ETHZilla Corporation - Common Stock,1
SOBR,"SOBR Safe, Inc. - Common Stock",SABR,Sabre Corporation - Common Stock,1
SOBR,"SOBR Safe, Inc. - Common Stock",SNBR,Sleep Number Corporation - Common Stock,1
SOBR,"SOBR Safe, Inc. - Common Stock",SBR,Sabine Royalty Trust Common Stock,1
SOBR,"SOBR Safe, Inc. - Common Stock",SOAR,"Volato Group, Inc. Class A Common Stock",1
SOBR,"SOBR Safe, Inc. - Common Stock",SOR,"Source Capital, Inc. Cmn Shs of BI",1
SOFI,"SoFi Technologies, Inc.  - Common Stock",SPFI,"South Plains Financial, Inc. - Common Stock",1
SOFI,"SoFi Technologies, Inc.  - Common Stock",SDFI,AB Short Duration Income ETF,1
SOFI,"SoFi Technologies, Inc.  - Common Stock",SIFI,Harbor Scientific Alpha Income ETF,1
SOFI,"SoFi Technologies, Inc.  - Common Stock",SSFI,Day Hagan Smart Sector Fixed Income ETF,1
SOFI,"SoFi Technologies, Inc.  - Common Stock",SYFI,AB Short Duration High Yield ETF,1
DTCK,Davis Commodities Limited - Class A Ordinary Shares,DTCX,"Datacentrex, Inc. - Common Stock",1
DTCK,Davis Commodities Limited - Class A Ordinary Shares,DECK,Deckers Outdoor Corporation Common Stock,1
DTCK,Davis Commodities Limited - Class A Ordinary Shares,DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,1
CRWV,"CoreWeave, Inc. - Class A Common Stock",CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",1
CRWV,"CoreWeave, Inc. - Class A Common Stock",CRWS,"Crown Crafts, Inc. - Common Stock",1
MSTX,Defiance Daily Target 2x Long MSTR ETF,MGTX,MeiraGTx Holdings plc - Ordinary Shares,1
MSTX,Defiance Daily Target 2x Long MSTR ETF,MKTX,"MarketAxess Holdings, Inc. - Common Stock",1
MSTX,Defiance Daily Target 2x Long MSTR ETF,MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,1
MSTX,Defiance Daily Target 2x Long MSTR ETF,MMTX,Miluna Acquisition Corp - Class A Ordinary Shares,1
MSTX,Defiance Daily Target 2x Long MSTR ETF,MSEX,Middlesex Water Company - Common Stock,1
MSTX,Defiance Daily Target 2x Long MSTR ETF,MSTR,Strategy Inc - Class A Common Stock,1
MSTX,Defiance Daily Target 2x Long MSTR ETF,STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),1
MSTX,Defiance Daily Target 2x Long MSTR ETF,ASTX,Tradr 2X Long ASTS Daily ETF,1
MSTX,Defiance Daily Target 2x Long MSTR ETF,DSTX,Distillate International Fundamental Stability & Value ETF,1
MSTX,Defiance Daily Target 2x Long MSTR ETF,MATX,"Matson, Inc. Common Stock",1
MSTX,Defiance Daily Target 2x Long MSTR ETF,MTX,Minerals Technologies Inc. Common Stock,1
MSTX,Defiance Daily Target 2x Long MSTR ETF,OSTX,OS Therapies Incorporated Common Stock,1
GRAB,Grab Holdings Limited - Class A Ordinary Shares,GMAB,Genmab A/S - American Depositary Shares,1
GRAB,Grab Holdings Limited - Class A Ordinary Shares,GRAL,"GRAIL, Inc. - Common Stock",1
GRAB,Grab Holdings Limited - Class A Ordinary Shares,GAB,"Gabelli Equity Trust, Inc. (The) Common Stock",1
GRAB,Grab Holdings Limited - Class A Ordinary Shares,GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,1
DJT,Trump Media & Technology Group Corp. - Common Stock,IJT,iShares S&P SmallCap 600 Growth ETF,1
DJT,Trump Media & Technology Group Corp. - Common Stock,DAT,ProShares Big Data Refiners ETF,1
DJT,Trump Media & Technology Group Corp. - Common Stock,DDT,Dillard's Capital Trust I,1
DJT,Trump Media & Technology Group Corp. - Common Stock,DGT,State Street SPDR Global Dow ETF,1
DJT,Trump Media & Technology Group Corp. - Common Stock,DHT,"DHT Holdings, Inc.",1
DJT,Trump Media & Technology Group Corp. - Common Stock,DIT,AMCON Distributing Company Common Stock,1
DJT,Trump Media & Technology Group Corp. - Common Stock,DJP,iPath Bloomberg Commodity Index Total Return ETN,1
DJT,Trump Media & Technology Group Corp. - Common Stock,DT,"Dynatrace, Inc. Common Stock",1
DJT,Trump Media & Technology Group Corp. - Common Stock,GJT,"Synthetic Fixed-Income Securities, Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates, Series 2006-3",1
DJT,Trump Media & Technology Group Corp. - Common Stock,PJT,PJT Partners Inc. Class A Common Stock,1
DJT,Trump Media & Technology Group Corp. - Common Stock,SJT,San Juan Basin Royalty Trust Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AEC,Anfield Energy Inc. - Common Shares,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AMD,"Advanced Micro Devices, Inc. - Common Stock",1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AMSC,American Superconductor Corporation - Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",ATMC,AlphaTime Acquisition Corp - Ordinary Shares,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",TMC,TMC the metals company Inc. - Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",ACM,AECOM Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",ADC,Agree Realty Corporation Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AFMC,First Trust Active Factor Mid Cap ETF,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",ALC,Alcon Inc. Ordinary Shares,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AM,Antero Midstream Corporation Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AME,"AMETEK, Inc.",1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AMG,"Affiliated Managers Group, Inc. Common Stock",1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AMN,AMN Healthcare Services Inc,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AMP,"Ameriprise Financial, Inc. Common Stock",1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AMR,"Alpha Metallurgical Resources, Inc. Common Stock",1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AMRC,"Ameresco, Inc. Class A Common Stock",1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AMS,American Shared Hospital Services Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AMT,American Tower Corporation (REIT) Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",ASC,Ardmore Shipping Corporation Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",AVMC,Avantis U.S. Mid Cap Equity ETF,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",CMC,Commercial Metals Company Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",EMC,Global X Emerging Markets Great Consumer ETF,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",FMC,FMC Corporation Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",HMC,"Honda Motor Company, Ltd. Common Stock",1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",MAC,Macerich Company (The) Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",MC,Moelis & Company Class A Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",MMC,"Marsh & McLennan Companies, Inc. Common Stock",1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",OMC,Omnicom Group Inc. Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",PAMC,Pacer Lunt MidCap Multi-Factor Alternator ETF,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",SMC,Summit Midstream Corporation Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",UMC,United Microelectronics Corporation (NEW) Common Stock,1
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",VMC,Vulcan Materials Company (Holding Company) Common Stock,1
CSCO,"Cisco Systems, Inc. - Common Stock",CCSO,Carbon Collective Climate Solutions U.S. Equity ETF,1
CSCO,"Cisco Systems, Inc. - Common Stock",CECO,CECO Environmental Corp. - Common Stock,1
CSCO,"Cisco Systems, Inc. - Common Stock",CHCO,City Holding Company - Common Stock,1
CSCO,"Cisco Systems, Inc. - Common Stock",CHSCO,CHS Inc - Class B Cumulative Redeemable Preferred Stock,1
CSCO,"Cisco Systems, Inc. - Common Stock",CMCO,Columbus McKinnon Corporation - Common Stock,1
CSCO,"Cisco Systems, Inc. - Common Stock",COCO,"The Vita Coco Company, Inc. - Common Stock",1
CSCO,"Cisco Systems, Inc. - Common Stock",CVCO,"Cavco Industries, Inc. - Common Stock",1
CSCO,"Cisco Systems, Inc. - Common Stock",CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,1
CSCO,"Cisco Systems, Inc. - Common Stock",TSCO,Tractor Supply Company - Common Stock,1
CSCO,"Cisco Systems, Inc. - Common Stock",CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",1
CSCO,"Cisco Systems, Inc. - Common Stock",CLCO,Cool Company Ltd. Common Shares,1
CSCO,"Cisco Systems, Inc. - Common Stock",CRCO,YieldMax CRCL Option Income Strategy ETF,1
CSCO,"Cisco Systems, Inc. - Common Stock",FSCO,FS Credit Opportunities Corp. Common Stock,1
CSCO,"Cisco Systems, Inc. - Common Stock",SCCO,Southern Copper Corporation Common Stock,1
CSCO,"Cisco Systems, Inc. - Common Stock",SCO,ProShares UltraShort Bloomberg Crude Oil,1
CSCO,"Cisco Systems, Inc. - Common Stock",VSCO,Victorias Secret & Co. Common Stock ,1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,ABI,VictoryShares Pioneer Asset-Based Income ETF,1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,ADI,"Analog Devices, Inc. - Common Stock",1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,AEI,Alset Inc. - Common Stock,1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,API,"Agora, Inc. - ADS",1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,ACI,"Albertsons Companies, Inc. Class A Common Stock",1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,AGI,Alamos Gold Inc. Class A Common Shares,1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,AI,"C3.ai, Inc. Class A Common Stock",1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,AII,"American Integrity Insurance Group, Inc. Common Stock",1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,AIZ,"Assurant, Inc. Common Stock",1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,ARI,"Apollo Commercial Real Estate Finance, Inc",1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,ATI,ATI Inc. Common Stock,1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,AWI,Armstrong World Industries Inc Common Stock,1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,AYI,Acuity Inc. Common Stock,1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,AZO,"AutoZone, Inc. Common Stock",1
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,AZZ,AZZ Inc.,1
GOOGL,Alphabet Inc. - Class A Common Stock,GOOG,Alphabet Inc. - Class C Capital Stock,1
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",1
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",RPRX,Royalty Pharma plc - Class A Ordinary Shares,1
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",XRX,Xerox Holdings Corporation - Common Stock,1
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",RHRX,RH Tactical Rotation ETF,1
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",RRX,Regal Rexnord Corporation Common Stock,1
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,MIGI,Mawson Infrastructure Group Inc. - Common Stock,1
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,MYMI,SPDR SSGA My2029 Municipal Bond ETF,1
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,WIMI,WiMi Hologram Cloud Inc. - Class B Ordinary Shares,1
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,LIMI,Themes Lithium & Battery Metal Miners ETF,1
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,MMI,"Marcus & Millichap, Inc. Common Stock",1
ACHR,Archer Aviation Inc. Class A Common Stock,ACHC,"Acadia Healthcare Company, Inc. - Common Stock",1
ACHR,Archer Aviation Inc. Class A Common Stock,ACMR,"ACM Research, Inc. - Class A Common Stock",1
ACHR,Archer Aviation Inc. Class A Common Stock,AEHR,Aehr Test Systems - Common Stock,1
ACHR,Archer Aviation Inc. Class A Common Stock,ATHR,"Aether Holdings, Inc. - Common Stock",1
ACHR,Archer Aviation Inc. Class A Common Stock,CHR,"Cheer Holding, Inc.  - Class A Ordinary Share",1
ACHR,Archer Aviation Inc. Class A Common Stock,ICHR,Ichor Holdings - Ordinary Shares,1
ACHR,Archer Aviation Inc. Class A Common Stock,ACR,ACRES Commercial Realty Corp. Common Stock,1
ACHR,Archer Aviation Inc. Class A Common Stock,AHR,"American Healthcare REIT, Inc. Common Stock",1
ACHR,Archer Aviation Inc. Class A Common Stock,ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,1
ACHR,Archer Aviation Inc. Class A Common Stock,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AEMD,"Aethlon Medical, Inc. - Common Stock",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AIMD,"Ainos, Inc. - Common Stock",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AMWD,American Woodmark Corporation - Common Stock,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",VMD,"Viemed Healthcare, Inc. - Common Shares",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AD,"Array Digital Infrastructure, Inc. Common Shares",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",ADM,Archer-Daniels-Midland Company Common Stock,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AM,Antero Midstream Corporation Common Stock,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AME,"AMETEK, Inc.",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AMG,"Affiliated Managers Group, Inc. Common Stock",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AMN,AMN Healthcare Services Inc,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AMP,"Ameriprise Financial, Inc. Common Stock",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AMR,"Alpha Metallurgical Resources, Inc. Common Stock",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AMS,American Shared Hospital Services Common Stock,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AMT,American Tower Corporation (REIT) Common Stock,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",APD,"Air Products and Chemicals, Inc. Common Stock",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),1
AMD,"Advanced Micro Devices, Inc. - Common Stock",BAMD,Brookstone Dividend Stock ETF,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",MD,"Pediatrix Medical Group, Inc. Common Stock",1
AMD,"Advanced Micro Devices, Inc. - Common Stock",MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,1
AMD,"Advanced Micro Devices, Inc. - Common Stock",RMD,ResMed Inc. Common Stock,1
PLTD,Direxion Daily PLTR Bear 1X Shares,PLTK,Playtika Holding Corp. - Common Stock,1
PLTD,Direxion Daily PLTR Bear 1X Shares,PLTR,Palantir Technologies Inc. - Class A Common Stock,1
PLTD,Direxion Daily PLTR Bear 1X Shares,BLTD,Bluemonte Long Term Bond ETF,1
PLTD,Direxion Daily PLTR Bear 1X Shares,PLD,"Prologis, Inc. Common Stock",1
PLTD,Direxion Daily PLTR Bear 1X Shares,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,1
BTBT,"Bit Digital, Inc. - Ordinary Share",BTBD,"BT Brands, Inc. - Common Stock",1
BTBT,"Bit Digital, Inc. - Ordinary Share",BBT,Beacon Financial Corporation Common stock,1
