Ticker
PCLA
NVDA
SIDU
DVLT
BBAI
PLUG
BYND
TZA
TSLA
TSLL
HXHX
ONDS
IVP
XTKG
INTC
VMAR
WBD
WOK
AAPL
FOLD
TQQQ
ASST
AVGO
AAL
OPEN
TSLS
IBIT
RIVN
DUST
QQQ
TRIB
NFLX
CGC
RKLB
PLTR
AMZN
RGTI
NVD
T
HIHO
BITO
MARA
CMCSA
ABEV
BITF
BAC
MU
TLT
ETHA
SOBR
SOFI
DTCK
CRWV
MSTX
GRAB
DJT
AMC
ZSL
CSCO
BTG
AZI
GOOGL
RXRX
MIMI
ACHR
AMD
PLTD
BTBT
ATPC
IREN
MSFT
RZLV
ECDA
CIFR
WMT
VALE
CPNG
LUNR
WULF
ASTS
APLD
TSDD
BBD
OPTX
CRWG
SMCI
CLSK
SRXH
AIRE
SQQQ
TTD
AG
RENX
QUBT
TSLQ
BULL
BURU
SOUN
RR
VEA
