Target,Candidate,Overall_Corr,Best_Time,Best_Time_Corr,Correlation_Lift,General_Corr_At_Best_Time,Hedged_Return_Mean,Unhedged_Return_Mean,Hedged_Sharpe,Unhedged_Sharpe,Alpha_BasisPoints,Distance,Target_Name,Candidate_Name,Keyboard_Proximate,Buying_Pressure_Corr_All
MARA,MAMA,0.02892725835363139,18:00:00,0.36880809889008903,0.3398808405364576,0.1410870663119843,5.041299796642471e-05,7.819049422368571e-05,0.030976035826863063,0.04828705357605351,-0.2777749625726099,1,"MARA Holdings, Inc. - Common Stock","Mama's Creations, Inc. - Common Stock",False,
MARA,MAR,0.060623461234138365,15:30:00,0.2724838081990236,0.21186034696488526,0.23239409850005255,-9.406423197110605e-05,-8.94413875399982e-05,-0.05649310396095683,-0.0527562823410518,-0.0462284443110784,1,"MARA Holdings, Inc. - Common Stock",Marriott International - Class A Common Stock,False,
MARA,MIRA,0.02640887775314798,20:00:00,0.46774818114933026,0.44133930339618227,0.07835164247573276,9.247377611373163e-06,-3.5086055022186855e-05,0.004138369892360114,-0.020974601750730144,0.44333432633560016,1,"MARA Holdings, Inc. - Common Stock","MIRA Pharmaceuticals, Inc. - Common Stock",False,
MARA,TARA,-0.017540599502674843,19:00:00,0.37190063657432415,0.389441236076999,0.17250335183114093,-0.00012644171138928144,-0.0002055013150279037,-0.07205841586938144,-0.11648482811126137,0.7905960363862224,1,"MARA Holdings, Inc. - Common Stock","Protara Therapeutics, Inc.  - Common Stock",False,
MARA,GARA,0.33819592801138143,N/A,0.0,,,,,,,,1,"MARA Holdings, Inc. - Common Stock",Guinness Atkinson Real Assets Income ETF,False,
MARA,MAA,-0.1666699186422318,18:30:00,0.1510515286454786,0.3177214472877104,0.11141907286102382,-0.00012114363857575399,-0.0001327738959510077,-0.10183698344630515,-0.11108887231479019,0.11630257375253714,1,"MARA Holdings, Inc. - Common Stock","Mid-America Apartment Communities, Inc. Common Stock",False,
MARA,MAIA,-0.029953546516270243,14:30:00,0.5147791966506065,0.5447327431668767,-0.07231042068427318,-0.0014255592570003156,-0.0006290859826593786,-0.17461287348859067,-0.12340783211933647,-7.96473274340937,1,"MARA Holdings, Inc. - Common Stock","MAIA Biotechnology, Inc. Common Stock",False,
MARA,MTRA,-0.14775820068652193,N/A,0.0,,,,,,,,1,"MARA Holdings, Inc. - Common Stock",Invesco International Growth Focus ETF,False,0.5640063469963046
CMCSA,CMCSV,0.8513868480579944,N/A,0.0,,,,,,,,1,Comcast Corporation - Class A Common Stock,Comcast Corporation - Class A Common Stock Ex-Distribution When Issued,False,
ABEV,ABEO,-0.009385352790175697,19:00:00,0.39444566655176133,0.40383101934193705,0.06545550217771828,8.93252104832945e-05,9.917822525934624e-05,0.05702033396408421,0.06847099106021481,-0.09853014776051736,1,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),Abeona Therapeutics Inc. - Common Stock,False,
ABEV,ABVE,-0.14023012327463627,20:00:00,0.42272058996588696,0.5629507132405233,0.20130694034879384,-5.193150543025942e-05,5.965443886022677e-05,-0.03087907140174354,0.039314814983033346,-1.115859442904862,1,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),Above Food Ingredients Inc. - Common Stock,False,
ABEV,ABBV,0.06755811300718534,18:30:00,0.5022506338459631,0.4346925208387778,0.021044055846602128,0.00011099094738899349,0.00010787728633155372,0.07876404367891435,0.07717898773395307,0.031136610574397677,1,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),AbbVie Inc. Common Stock,False,
ABEV,SBEV,0.12229920200461294,14:30:00,-0.2641074059471204,-0.3864066079517333,0.30825451423995,-0.0024571920518509202,-0.001056757750317977,-0.1263591183346847,-0.05942900356101749,-14.004343015329432,1,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),"Splash Beverage Group, Inc. (NV) Common Stock",True,
CWAN,CAN,0.2728407798053395,14:30:00,0.5585420578535496,0.2857012780482101,0.42082855032796995,0.0006339822967310751,0.0005685770972844181,0.0986270895320806,0.08026540502598771,0.6540519944665704,1,"Clearwater Analytics Holdings, Inc. Class A Common Stock",Canaan Inc. - American Depositary Shares,False,
CWAN,CBAN,0.0337397612350151,20:30:00,0.3667090616101155,0.3329693003751004,-0.2876834250196986,-8.890342722422258e-05,-8.339396038830426e-05,-0.07983692012163274,-0.10013987831724554,-0.055094668359183155,1,"Clearwater Analytics Holdings, Inc. Class A Common Stock","Colony Bankcorp, Inc. Common Stock",False,
CWAN,CSAN,-0.09660425696598106,16:30:00,0.3290485155927345,0.4256527725587156,0.08792469269883,-6.275337222720536e-05,-3.994597330428931e-05,-0.09569022700277036,-0.10418223735313703,-0.2280739892291605,1,"Clearwater Analytics Holdings, Inc. Class A Common Stock",Cosan S.A. ADS,True,
CWAN,CWEN,0.058081423227398093,14:30:00,0.12005445067305409,0.061973027445656,0.09340329458600663,0.0006979937088605867,0.0007128784245182074,0.0879562724416166,0.08966366273729229,-0.14884715657620678,1,"Clearwater Analytics Holdings, Inc. Class A Common Stock","Clearway Energy, Inc. Class C Common Stock",False,
CWAN,SWAN,0.1589244529589004,N/A,0.0,,,,,,,,1,"Clearwater Analytics Holdings, Inc. Class A Common Stock",Amplify BlackSwan Growth & Treasury Core ETF,False,0.24007305301280518
CRH,CHR,-0.0020673083042544596,17:30:00,0.2108798669769956,0.21294717528125007,0.1800511604322011,-0.00013444519361002264,-3.266269481681794e-05,-0.12426136406130107,-0.05823973506030328,-1.0178249879320471,1,CRH PLC Ordinary Shares,"Cheer Holding, Inc.  - Class A Ordinary Share",False,
CRH,DRH,-0.03015424432867007,20:30:00,0.40537095163719167,0.43552519596586176,0.18779221839871968,-0.00020341801466994283,-0.00019924014494413593,-0.1664313108205303,-0.16079808912644653,-0.04177869725806901,1,CRH PLC Ordinary Shares,Diamondrock Hospitality Company - Common Stock,True,
CRH,QCRH,0.11139625506398447,15:00:00,0.7610175849608696,0.6496213298968851,0.16874761117253914,0.0008431042176225632,0.0005224920463527658,0.2620577709489207,0.23594274805807977,3.2061217126979744,1,CRH PLC Ordinary Shares,"QCR Holdings, Inc. - Common Stock",False,
CRH,CAH,0.0008459372081873616,15:00:00,0.17177143813133264,0.17092550092314526,0.08837750452983621,0.0001014096537116274,9.720956541511071e-05,0.12451133549024448,0.11902697921972123,0.042000882965166846,1,CRH PLC Ordinary Shares,"Cardinal Health, Inc. Common Stock",False,
CRH,CHH,0.059040968556568235,20:30:00,0.2587523301594982,0.19971136160293,0.060555688158081496,-0.00020167371072690125,-0.0001899578701482952,-0.16348611042421102,-0.15525009822752844,-0.11715840578606047,1,CRH PLC Ordinary Shares,"Choice Hotels International, Inc. Common Stock",False,
CRH,CLH,0.013624570697994047,16:00:00,0.49911200222892566,0.4854874315309316,0.27937906682363306,2.7966378739285562e-05,5.665430398435191e-05,0.03926302090719513,0.09579143510547136,-0.2868792524506635,1,CRH PLC Ordinary Shares,"Clean Harbors, Inc. Common Stock",False,
CRH,CNH,0.18744516283847976,17:30:00,0.31653204512960337,0.1290868822911236,0.20675217112856908,-1.837407777135815e-05,-2.1926014611101723e-05,-0.04524900903584303,-0.053720809018000096,0.035519368397435726,1,CRH PLC Ordinary Shares,CNH Industrial N.V. Common Shares,False,
CRH,CR,0.035657626207075396,17:00:00,0.3081729440512461,0.2725153178441707,0.34828686983768975,5.435599540310779e-05,8.720661159481486e-05,0.09002409917742765,0.13708150977269806,-0.3285061619170707,1,CRH PLC Ordinary Shares,Crane Company Common Stock,False,
CRH,CRC,0.1775081466626114,14:30:00,0.5698303409774464,0.39232219431483506,0.35960344553866047,-0.00012975385619125323,7.025003970969144e-05,-0.07747108561881123,0.04570883106470899,-2.0000389590094465,1,CRH PLC Ordinary Shares,California Resources Corporation Common Stock,False,
CRH,CRI,0.07618983390127161,20:30:00,0.2039546094821862,0.1277647755809146,-0.10625828592628005,-0.0002055030479821129,-0.00018827358072721545,-0.16305802327269833,-0.15420789428079087,-0.1722946725489746,1,CRH PLC Ordinary Shares,"Carter's, Inc. Common Stock",False,
